2nd world war	World_War_II
democracy	Tiananmen_Square_protests_of_1989
democracy	French_Second_Republic
democracy	Representative_democracy
dnc	2008_Democratic_National_Convention
dnc	Democratic_National_Committee
dnc	Democratic_National_Convention
dr congo	Democratic_Republic_of_the_Congo
dr congo	Transitional_Government_of_the_Democratic_Republic_of_the_Congo
dvd	DVD
dvd	MPEG-2
dan white	Dan_White
danube	Danube
database	Database
database	Oracle_Corporation
database	Relational_database_management_system
daylight saving time	Daylight_saving_time
days of our lives	Days_of_our_Lives
death	Capital_punishment
death	Capital_punishment_in_the_United_States
death	Crucifixion_of_Jesus
death	Death
death	Death_(personification)
death	Thanatos
death	Warren_Worthington_III
death	Death_of_Marilyn_Monroe
death	Death_of_Michael_Jackson
death	Death_of_Osama_bin_Laden
death	Passion_(Christianity)
death	Stations_of_the_Cross
decision	Fight_of_the_Century
decision	Judgment_(law)
decision	Muhammad_Ali_vs._Joe_Frazier_II
decision	Potsdam_Conference
defender	Australian_rules_football_positions
defender	Defenceman
defender	Defender_(association_football)
defender	Defenders_(Ireland)
defender	Forward_(association_football)
defender	Midfielder
defender	Winger_(ice_hockey)
defender	Goalkeeper_(association_football)
degree	Academic_degree
degree	Bachelor_of_Arts
degree	Bachelor's_degree
degree	Honorary_degree
degree	Master's_degree
degree	Bachelor_of_Science
degree	British_undergraduate_degree_classification
degree	Doctor_of_Medicine
degree	Master_of_Laws
democratic republic of the congo	Democratic_Republic_of_the_Congo
democratic republic of the congo	Congo_Crisis
democratic republic of the congo	Lubumbashi
democrats	Democracy
democrats	Democrat_Party_(Thailand)
democrats	Democratic_Party_(United_States)
democrats	Democratic-Republican_Party
democrats	Iowa_Democratic_Party
democrats	Southern_Democrats
dentist	Dentistry
denver	2004_Centrix_Financial_Grand_Prix_of_Denver
denver	2006_Denver_Broncos_season
denver	2008_Democratic_National_Convention
denver	2008_Denver_Broncos_season
denver	2008–09_Denver_Nuggets_season
denver	Colorado_Avalanche
denver	Colorado_Rockies
denver	Denver
denver	Denver_International_Airport
denver	Denver_Nuggets
detroit	1967_Detroit_Tigers_season
detroit	1987–88_Detroit_Pistons_season
detroit	Detroit
detroit	Detroit_Lions
detroit	Detroit_Metropolitan_Wayne_County_Airport
detroit	Detroit_Pistons
detroit	Detroit_Red_Wings
detroit	Detroit_Tigers
detroit	Ford_Field
detroit	Fox_Sports_Detroit
detroit	North_American_International_Auto_Show
detroit	Tiger_Stadium_(Detroit)
detroit	Virginia_Slims_of_Detroit
detroit	WXYZ-TV
dido	Dido_(Queen_of_Carthage)
dido	Dido_(singer)
died	Death
died	Crucifixion_of_Jesus
died	Death_and_state_funeral_of_Gerald_Ford
died	Death_and_state_funeral_of_Ronald_Reagan
died	Death_of_Michael_Jackson
died	Death_of_Osama_bin_Laden
dime	Dime_(United_States_coin)
dior	Christian_Dior
dior	Christian_Dior_S.A.
diplomats	Diplomacy
doctor	Doctor_(Doctor_Who)
doctor	Doctor_of_Medicine
doctor	Doctor_of_Philosophy
doctor	Doctor_of_Science
doctor	Eleventh_Doctor
doctor	Fifth_Doctor
doctor	Fourth_Doctor
doctor	Ninth_Doctor
doctor	Professor
doctor	Tenth_Doctor
doctor	Medicine
dogma	Roman_Catholic_dogma
dogma	Marxism–Leninism
dollars	Canadian_dollar
dollars	United_States_dollar
droid	Android_(operating_system)
duke	1997_Duke_Blue_Devils_football_team
duke	2009–10_Duke_Blue_Devils_men's_basketball_team
duke	Duke
duke	Duke_Blue_Devils_football
duke	Duke_Blue_Devils_men's_basketball
duke	Duke_Ellington
duke	Duke_Records
duke	Duke_Robillard
duke	Duke_University
duke	John_Wayne
dusty springfield	Dusty_Springfield
dwight david eisenhower	Dwight_D._Eisenhower
dynamo kiev	Dynamo_Sports_Club
dynamo kiev	FC_Dynamo_Kyiv
dynamo kiev	FC_Dynamo-2_Kyiv
dynamo kiev	FC_Spartak_Moscow
ea	Electronic_Arts
ea	Monarchy_of_Australia
earth	Earth
earth	Gaia_(mythology)
earth	Geology
earth	Google_Earth
earth	New_Earth
ecb	Block_cipher_mode_of_operation
ecb	East_Coast_Bays
ecb	England_and_Wales_Cricket_Board
ecb	European_Central_Bank
el salvador	El_Salvador
england	England
england	England_cricket_team
england	England_national_rugby_union_team
england	1892–93_in_English_football
england	1896–97_in_English_football
england	1897–98_in_English_football
england	1898–99_in_English_football
england	1900–01_in_English_football
england	1902–03_in_English_football
england	1903–04_in_English_football
england	1912–13_in_English_football
england	1913–14_in_English_football
england	1927–28_in_English_football
england	1928–29_in_English_football
england	1945–46_in_English_football
england	1951–52_in_English_football
england	1952–53_in_English_football
england	1960–61_in_English_football
england	1964–65_in_English_football
england	1965–66_in_English_football
england	1966_FIFA_World_Cup
england	1966–67_in_English_football
england	1967–68_in_English_football
england	1968–69_in_English_football
england	1969–70_in_English_football
england	1970–71_in_English_football
england	1971–72_in_English_football
england	1972–73_in_English_football
england	1973–74_in_English_football
england	1974_British_Grand_Prix
england	1974–75_in_English_football
england	1975–76_in_English_football
england	1976–77_in_English_football
england	1977–78_in_English_football
england	1981–82_in_English_football
england	1982–83_in_English_football
england	1983–84_in_English_football
england	1984–85_in_English_football
england	1987–88_in_English_football
england	1988–89_in_English_football
england	1989–90_in_English_football
england	1990–91_in_English_football
england	1992–93_in_English_football
england	1993–94_in_English_football
england	1994–95_in_English_football
england	1996–97_in_English_football
england	1998–99_in_English_football
england	2000–01_in_English_football
england	2002–03_in_English_football
england	2003–04_in_English_football
england	2004–05_in_English_football
england	2005–06_in_English_football
england	2006–07_in_English_football
england	2007–08_in_English_football
england	2008–09_Premier_League
england	2008–09_in_English_football
england	2009–10_in_English_football
england	2010–11_Premier_League
england	2010–11_in_English_football
england	2011–12_Premier_League
england	British_Empire
england	Carry_On_England
england	Ceremonial_counties_of_England
england	Church_of_England
england	County_Championship
england	Cricket_in_England
england	Edward_I_of_England
england	England_and_Wales
england	England_and_Wales_Cricket_Board
england	England_national_football_team
england	England_national_under-17_football_team
england	England_national_under-19_football_team
england	England_women's_national_football_team
england	English_American
england	English_Civil_War
england	English_Reformation
england	English_football_league_system
england	English_law
england	English_literature
england	English_people
england	Football_League_Cup
england	Football_League_First_Division
england	France_national_football_team
england	Great_Britain
england	Great_Britain_national_rugby_league_team
england	High_Court_of_Justice
england	Historic_counties_of_England
england	Kingdom_of_England
england	Kingdom_of_Great_Britain
england	London
england	Manchester_City_F.C.
england	Marylebone_Cricket_Club
england	Mike_England
england	Premier_League
england	Regions_of_England
england	Royal_College_of_Surgeons_of_England
england	Rugby_Football_League
england	Rugby_Football_Union
england	South_East_England
england	The_Football_Association
england	The_Football_League
england	UK_Albums_Chart
england	UK_Singles_Chart
england	United_Kingdom
england	United_Kingdom_of_Great_Britain_and_Ireland
england	University_of_Oxford
england	Yorkshire
english	English_language
english	Al_Jazeera_English
english	American_English
english	Angles
english	Anglo-Saxons
english	Bank_of_England
english	British_Asian
english	British_Empire
english	British_English
english	British_Raj
english	British_language
english	British_literature
english	British_nationality_law
english	British_people
english	Catalan_language
english	Chinese_language
english	Church_of_England
english	Countries_of_the_United_Kingdom
english	Cricket_in_England
english	Crown_colony
english	East_India_Company
english	England
english	England_and_Wales
english	England_and_Wales_Cricket_Board
english	England_cricket_team
english	England_national_football_team
english	England_national_rugby_union_team
english	England_women's_national_football_team
english	English_American
english	English_Channel
english	English_Reformation
english	English_football_league_system
english	English_law
english	English_literature
english	English_people
english	English_studies
english	FA_Cup
english	Football_League_Cup
english	Football_League_First_Division
english	French_people
english	Great_Britain
english	Gujarati_language
english	History_of_New_England
english	Irish_people
english	Kingdom_of_England
english	Kingdom_of_Great_Britain
english	London
english	Malay_language
english	Middle_English
english	New_England
english	Old_English
english	Premier_League
english	Royal_Navy
english	Rugby_Football_League
english	Rugby_Football_Union
english	South_Africa
english	Spanish_language
english	The_Football_Association
english	The_Football_League
english	Turkish_language
english	United_Kingdom
english	United_Kingdom_of_Great_Britain_and_Ireland
english	United_States
english	University_of_Cambridge
english	Welsh_English
english	White_British
english	Yorkshire
essex	Essex_County_Cricket_Club
essex	USS_Essex_(1799)
essex	Essex
essex	Gold_(radio)
essex	Middlesex_County_Cricket_Club
eu	Canadian_Hot_100
eu	Economic_and_Monetary_Union_of_the_European_Union
eu	Europe
eu	European_Commission
eu	European_Economic_Community
eu	European_Parliament
eu	European_Union
eu	Germany
eu	International_Federation_of_the_Phonographic_Industry
eu	United_States
euro	Euro
euro	Europe
euro	European_Union
euro	Eurozone
euro	UEFA_Euro_1996
euro	UEFA_Euro_2008
euro	UEFA_European_Football_Championship
euro	Vatican_euro_coins
europe	Europe
europe	1993_European_Grand_Prix
europe	1995–96_UEFA_Champions_League
europe	2009–10_UEFA_Europa_League
europe	Athens
europe	Balearic_Islands
europe	British_Raj
europe	Continental_Europe
europe	Eastern_Europe
europe	Ethnic_groups_in_Europe
europe	Euroleague_Basketball
europe	Europa_(mythology)
europe	European_Boxing_Union
europe	European_Netherlands
europe	European_Parliament
europe	European_Space_Agency
europe	European_Touring_Car_Championship
europe	European_Union
europe	International_Federation_of_the_Phonographic_Industry
europe	Madrid
europe	NFL_Europe
europe	Portugal
europe	Ramstein_Air_Base
europe	Romania
europe	Rotterdam
europe	Sweden
europe	Thrace
europe	UEFA
europe	UEFA_Champions_League
europe	UEFA_Europa_League
europe	UEFA_European_Football_Championship
europe	United_Kingdom
europe	Western_Europe
europe	Western_Front_(World_War_I)
europe	Western_Front_(World_War_II)
earmarks	Earmark_(politics)
east sussex	East_Sussex
eastern time zone	Eastern_Time_Zone
eclipse	Eclipse
eclipse	Eclipse_(Meyer_novel)
eclipse	Eclipse_(horse)
eclipse	Eclipse_(software)
eclipse	Eclipse_Award
eclipse	Eclipse_Comics
eclipse	Eclipse_Foundation
eclipse	Eclipse_Magazine
eclipse	Eclipse_Public_License
eclipse	Eclipse_Stakes
eclipse	Mitsubishi_Eclipse
eclipse	The_Twilight_Saga:_Eclipse
economics	Economics
economics	Nobel_Memorial_Prize_in_Economic_Sciences
economics	Austrian_School
economy	Economics
economy	Economy_of_Japan
economy	Economy_of_Thailand
economy	Economy_of_the_Soviet_Union
education	Education
education	Education_Index
education	Education_in_Madagascar
education	Education_in_the_United_States
education	Education_theory
education	Educational_psychology
education	Higher_education
education	Pedagogy
education	Philosophy_of_education
education	School_of_education
education	United_States_Department_of_Education
education	Education_in_Northern_Ireland
education	Education_in_Scotland
education	Health_education
education	Local_education_authority
education	No_Child_Left_Behind_Act
education	Spanish_language
education	Talmud
edward	Edward_Cullen
edward	Edward_Despard
edward	Edward_Fox_(actor)
edward	Edward_I_of_England
edward	Lake_Edward
edward	Ted_Kennedy
egypt	Ayyubid_dynasty
egypt	Desert_Air_Force
egypt	Egypt
egypt	Egypt_Eyalet
egypt	Egypt_national_football_team
egypt	Egyptians
egypt	Fatimid_Caliphate
egypt	Flight_into_Egypt
egypt	Mamluk_Sultanate_(Cairo)
egypt	Middle_Eastern_theatre_of_World_War_I
egypt	Middle_Kingdom_of_Egypt
egypt	Suez_Crisis
embryonic stem cell research	Embryonic_stem_cell
employees	Employment
employment	Employment
employment	Secretary_of_State_for_Employment
employment	Economy_of_Japan
employment	Employment_Non-Discrimination_Act
employment	Unemployment
engineering	Audio_mixing_(recorded_music)
engineering	Engineering
engineering	Forensic_engineering
engineering	National_Academy_of_Engineering
engineering	Nuclear_engineering
engineering	Roman_engineering
engineering	Aerospace_engineering
engineering	Bachelor_of_Science
engineering	Electrical_engineering
engineering	Royal_Engineers
engineers	Engineering
engineers	Georgia_Tech_Yellow_Jackets_football
engineers	Royal_Engineers
engineers	Aerospace_engineering
engineers	Electrical_engineering
engineers	Software_engineering
englishman	Anglo-Saxons
englishman	British_people
englishman	England
englishman	England_cricket_team
englishman	English_American
englishman	English_people
englishman	Great_Britain
englishman	Kingdom_of_England
englishman	United_Kingdom
ensemble	Musical_ensemble
enterprise	Enterprise_software
enterprise	Enterprises_in_the_Soviet_Union
enterprise	Final_Fantasy_IV
enterprise	Server_(computing)
enterprise	Capitalism
enterprise	Entrepreneur
environment	Desktop_environment
environment	Natural_environment
environment	Secretary_of_State_for_the_Environment
environment	United_States_Environmental_Protection_Agency
environment	Software_framework
enya	Enya
enya	Enya_(album)
enya	Watermark_(Enya_album)
ethernet	Ethernet
f-16	General_Dynamics_F-16_Fighting_Falcon
fbi	Federal_Bureau_of_Investigation
fcs	FC_Red_Bull_Salzburg
fcs	FC_Sion
fcs	NCAA_Division_I_Football_Championship
fcs	First-class_cricket
fed	Federal_Reserve_System
fed	Federal_Reserve_Bank
finland	Finland
finland	Bank_of_Finland
finland	Finland_national_football_team
finland	Finnish_Defence_Forces
finland	Finnish_language
finland	Finnish_literature
finland	Gulf_of_Finland
finland	International_Federation_of_the_Phonographic_Industry
finland	President_of_Finland
finland	Winter_War
fl	AirTran_Airways
fl	Bristol_Lodekka
fl	Flanders
fl	Flanker_(rugby_union)
fl	Flemish_Region
fl	Flevoland
fl	Florida
fl	Florida_Panthers
fl	Football_League_First_Division
fl	Football_League_Second_Division
fl	Liechtenstein
fl	Miami
fl	The_Flaming_Lips
fl	The_Football_League
fl	Ultratop_50
fl	Austro-Hungarian_gulden
fl	Dutch_guilder
fox	20th_Century_Fox
fox	Fox_(Turkey)
fox	Fox_(UK_and_Ireland)
fox	Fox_Broadcasting_Company
fox	Fox_Entertainment_Group
fox	Fox_International_Channels
fox	Fox_News_Channel
fox	Fox_News_Radio
fox	Fox_Searchlight_Pictures
fox	Fox_Sports_(Australia)
fox	Fox_Sports_(United_States)
fox	Fox_Sports_Radio
fox	Fox_Television_Stations
fox	Fox_Television_Studios
fox	Major_League_Baseball_on_Fox
fox	NASCAR_on_Fox
fox	NFL_on_Fox
fox	WFXT
fox	20th_Century_Fox_Home_Entertainment
fox	20th_Century_Fox_Television
fox	20th_Television
fox	Charles_James_Fox
fox	Fox_Kids
fox	Fox_NFL_Sunday
fox	Fox_family_of_Falmouth
fox	Gardner_Fox
fox	Laurence_Fox
fox	Liam_Fox
fox	Michael_J._Fox
fox	News_Corporation
fox	Vicente_Fox
fox	WSVN
fox	William_Fox_(producer)
france	France
france	France_national_rugby_league_team
france	France_national_rugby_union_team
france	1991_French_Grand_Prix
france	2011_military_intervention_in_Libya
france	A1_Team_France
france	Adélie_Land
france	Banque_de_France
france	Battle_of_Britain
france	Battle_of_France
france	Bourbon_Restoration
france	British_Phonographic_Industry
france	Circuit_de_Nevers_Magny-Cours
france	Constitutional_Council_of_France
france	Court_of_Cassation_(France)
france	Europe
france	First_French_Empire
france	First_Indochina_War
france	Forward_(association_football)
france	France_national_football_team
france	Franco-Prussian_War
france	Free_French_Forces
france	French_Air_Force
france	French_Army
france	French_Communist_Party
france	French_Directory
france	French_Fifth_Republic
france	French_First_Republic
france	French_Fourth_Republic
france	French_Indochina
france	French_Navy
france	French_New_Wave
france	French_Open
france	French_Resistance
france	French_Revolution
france	French_Second_Republic
france	French_Third_Republic
france	French_Union
france	French_West_Africa
france	French_invasion_of_Russia
france	French_language
france	French_people
france	French_protectorate_of_Tunisia
france	French_wine
france	Government_of_France
france	Greece_national_football_team
france	House_of_Bourbon
france	Hungary_national_football_team
france	International_Federation_of_the_Phonographic_Industry
france	Japan_national_rugby_union_team
france	Ligue_1
france	Marseille
france	Martinique
france	Napoleonic_Wars
france	New_France
france	Operation_Dragoon
france	Operation_Overlord
france	Paris
france	Popular_Front_(France)
france	President_of_France
france	Prime_Minister_of_France
france	Provisional_Government_of_the_French_Republic
france	Regions_of_France
france	Roman_Gaul
france	San_Francisco
france	Socialist_Party_(France)
france	Switzerland
france	Top_14
france	Vichy_France
france	Western_Front_(World_War_I)
france	Western_Front_(World_War_II)
france	World_War_I
funkadelic	Funkadelic
funkadelic	Parliament-Funkadelic
falcon	Falcon_(comics)
falcon	Ford_BA_Falcon
falcon	Ford_BF_Falcon
falcon	Ford_EF_Falcon
falcon	Ford_EL_Falcon
falcon	Ford_FG_Falcon
falcon	Ford_Falcon_(North_America)
fall of saigon	Fall_of_Saigon
federal	Australia
federal	Australian_House_of_Representatives
federal	Bundestag
federal	Capital_punishment_by_the_United_States_federal_government
federal	Federal_Bureau_of_Investigation
federal	Federal_Records
federal	Federal_government_of_the_United_States
federal	Federal_republic
federal	Federalism
federal	Federation
federal	Germany
federal	Government_of_Australia
federal	Government_of_Russia
federal	Mexico
federal	Parliament_of_Australia
federal	Union_(American_Civil_War)
federal	Union_Army
federal	United_States
federal	United_States_Air_Force
federal	United_States_Navy
federal	United_States_Service_academies
federal	United_States_federal_courts
federal	Canada
federal	Federal_Security_Service_(Russia)
federal	Franklin_D._Roosevelt
federal	Law_of_the_United_States
federal	National_Register_of_Historic_Places
federal	National_Weather_Service
federal	Progressive_Conservative_Party_of_Canada
federal	Russia
federal	Socialist_Federal_Republic_of_Yugoslavia
federal	Switzerland
federal	United_States_Constitution
federal	United_States_Department_of_Justice
federal	United_States_Department_of_Transportation
federal	United_States_House_of_Representatives
federal	United_States_district_court
federal	Welland_(electoral_district)
film	Film
film	Academy_Award_for_Best_Picture
film	Cabaret_(film)
film	Evita_(film)
film	Film_director
film	Film_industry
film	Film_producer
film	Film_score
film	Harry_Potter_(film_series)
film	Oklahoma!_(1955_film)
film	Screenwriter
film	Song_of_Norway_(film)
film	Spider-Man_in_film
film	The_Sound_of_Music_(film)
film	The_Twilight_Saga_(film_series)
film	The_Wiz_(film)
film	West_Side_Story_(film)
film	10_Things_I_Hate_About_You
film	1962_in_film
film	1965_in_film
film	1966_in_film
film	2001:_A_Space_Odyssey_(film)
film	2005_in_film
film	A_Bridge_Too_Far_(film)
film	Alice_in_Wonderland_(2010_film)
film	Anastasia_(1997_film)
film	Animal_Kingdom_(film)
film	Batman_&_Robin_(film)
film	Batman_(1989_film)
film	Batman_Returns
film	Beauty_and_the_Beast_(1946_film)
film	Beauty_and_the_Beast_(1991_film)
film	Casablanca_(film)
film	Casino_Royale_(1967_film)
film	Cimarron_(1931_film)
film	Cinema_of_Canada
film	Dead_Man_Walking_(film)
film	Demolition_Man_(film)
film	Dick_Tracy_(1990_film)
film	Documentary_film
film	Dr._No_(film)
film	Fantastic_Voyage
film	From_Russia_with_Love_(film)
film	Ghost_World_(film)
film	GoldenEye
film	Gone_with_the_Wind_(film)
film	Green_Lantern_(film)
film	Harry_Potter_and_the_Deathly_Hallows_–_Part_1
film	Highlander_(film)
film	How_to_Train_Your_Dragon_(film)
film	I_Am_Legend_(film)
film	In_the_Time_of_the_Butterflies_(film)
film	Iron_Man_2
film	James_Bond_in_film
film	Judge_Dredd_(film)
film	Jumpin'_Jack_Flash_(film)
film	Life_of_Pi_(film)
film	Mars_Attacks!
film	Metropolis_(film)
film	Michael_Jackson's_Ghosts
film	Minority_Report_(film)
film	Moonraker_(film)
film	Mortal_Kombat_(film)
film	Munich_(film)
film	Musical_film
film	Never_Say_Never_Again
film	Night_Watch_(2004_film)
film	Ordinary_People
film	Peter_Pan_(1953_film)
film	Purple_Rain_(film)
film	Puteri_Gunung_Ledang_(film)
film	Saga_of_a_Star_World
film	Scarface_(1983_film)
film	Sense_and_Sensibility_(film)
film	Snow_White_and_the_Seven_Dwarfs_(1937_film)
film	South_Pacific_(1958_film)
film	Star_Trek_(film)
film	Stargate_(film)
film	Superman_(film)
film	Telugu_language
film	The_Blues_Brothers_(film)
film	The_Da_Vinci_Code_(film)
film	The_Day_of_the_Jackal_(film)
film	The_English_Patient_(film)
film	The_Fixer_(film)
film	The_Grapes_of_Wrath_(film)
film	The_League_of_Extraordinary_Gentlemen_(film)
film	The_Living_Daylights
film	The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring
film	The_Matrix
film	The_Men_Who_Stare_at_Goats_(film)
film	The_Muppets_(film)
film	The_Nun's_Story_(film)
film	The_Perfect_Storm_(film)
film	The_Producers_(2005_film)
film	The_Robe_(film)
film	The_Sapphires_(film)
film	The_Sheik_(film)
film	The_Simpsons_Movie
film	The_Wizard_of_Oz_(1939_film)
film	Thunderball_(film)
film	Titanic_(1997_film)
film	Tropic_Thunder
film	Zoot_Suit_(film)
film	Zorba_the_Greek_(film)
file	Computer_file
files	Computer_file
final fantasy	Final_Fantasy
fishing	Fishing
fishing	Poaching
flag	Flag
flag	Flag_football
flag	Flag_of_California
flag	Flag_of_Connecticut
flag	Flag_of_Saint_Petersburg
flag	Flag_of_the_United_States
flag	Islamic_flags
flag	Flag_of_South_Vietnam
flag	Flag_of_Upper_Volta
florida	1996_Florida_Gators_football_team
florida	2008_Florida_Gators_football_team
florida	2012_Florida_Gators_football_team
florida	Ben_Hill_Griffin_Stadium
florida	East_Florida
florida	Florida
florida	Florida_Gators
florida	Florida_Gators_men's_basketball
florida	Florida_Gators_swimming_and_diving
florida	Florida_Panthers
florida	Florida_State_Seminoles_football
florida	Fox_Sports_Florida
florida	Georgia_(U.S._state)
florida	Miami
florida	University_of_Florida
florida	WTEV-TV
flyweight	Boxing_at_the_1960_Summer_Olympics
flyweight	Boxing_at_the_1980_Summer_Olympics
flyweight	Flyweight
flyweight	Wrestling_at_the_1980_Summer_Olympics
football	1930_FIFA_World_Cup
football	1974_FIFA_World_Cup
football	1982_FIFA_World_Cup
football	All-Ireland_Senior_Hurling_Championship
football	American_Football_League
football	American_football
football	Appalachian_State_Mountaineers_football
football	Association_football
football	Australian_Football_League
football	Australian_rules_football
football	Bowl_Championship_Series
football	California_Golden_Bears_football
football	Canadian_football
football	Cincinnati_Bearcats_football
football	College
football	College_football
football	College_football_national_championships_in_NCAA_Division_I_FBS
football	FIFA_World_Cup
football	FK_Budućnost_Podgorica
football	Football_at_the_1908_Summer_Olympics
football	Football_at_the_1920_Summer_Olympics
football	Football_at_the_1924_Summer_Olympics
football	Football_at_the_1928_Summer_Olympics
football	Football_at_the_1948_Summer_Olympics
football	Football_at_the_1952_Summer_Olympics
football	Football_at_the_1964_Summer_Olympics
football	Football_at_the_1968_Summer_Olympics
football	Football_at_the_1972_Summer_Olympics
football	Football_at_the_1976_Summer_Olympics
football	Football_at_the_1980_Summer_Olympics
football	Football_at_the_1984_Summer_Olympics
football	Football_at_the_1988_Summer_Olympics
football	Football_at_the_1992_Summer_Olympics
football	Football_at_the_2012_Summer_Olympics
football	Football_at_the_Summer_Olympics
football	Football_in_Italy
football	Football_in_the_Democratic_Republic_of_the_Congo
football	Gaelic_football
football	Georgia_Tech_Yellow_Jackets_football
football	High_school_football
football	Iowa_State_Cyclones_football
football	Italy_national_football_team
football	Lafayette_Leopards_football
football	Maryland_Terrapins_football
football	Michigan_Wolverines_football
football	Minnesota_Golden_Gophers_football
football	NFL_on_Fox
football	National_Football_League
football	Ohio_State_Buckeyes_football
football	Penn_State_Nittany_Lions_football
football	Pittsburgh_Panthers_football
football	Purdue_Boilermakers_football
football	Rugby_league
football	Rugby_union
football	S.L._Benfica
football	Summer_Olympic_Games
football	UEFA_European_Football_Championship
football	İstanbul_Büyükşehir_Belediyespor_(football_team)
football	2010_FIFA_World_Cup
football	Arkansas_Razorbacks_football
football	Army_Black_Knights_football
football	Boston_College_Eagles_football
football	Canadian_Football_League
football	Defender_(association_football)
football	England_national_football_team
football	Florida_State_Seminoles_football
football	Football_League_Championship
football	Football_in_Israel
football	Football_in_the_Netherlands
football	Forward_(association_football)
football	France_national_football_team
football	Fußball-Bundesliga
football	Georgia_Bulldogs_football
football	Idaho_Vandals_football
football	Iowa_Hawkeyes_football
football	Kentucky_Wildcats_football
football	Kit_(association_football)
football	Lehigh_Mountain_Hawks_football
football	Louisiana_Tech_Bulldogs_football
football	Louisville_Cardinals_football
football	Marshall_Thundering_Herd_football
football	Michigan_State_Spartans_football
football	Monday_Night_Football
football	NCAA_Division_I_Football_Championship
football	NFL_on_CBS
football	NFL_on_NBC
football	Navy_Midshipmen_football
football	New_York_Giants
football	Northwestern_Wildcats_football
football	Notre_Dame_Fighting_Irish_football
football	Oklahoma_Sooners
football	Old_Trafford
football	Ole_Miss_Rebels_football
football	Parma_F.C.
football	Princeton_Tigers_football
football	Republic_of_Ireland_national_football_team
football	Rose_Bowl_Game
football	Rugby_football
football	Scotland_national_football_team
football	Temple_Owls_football
football	Tennessee_Volunteers_football
football	Utah_State_Aggies_football
football	Uzbekistan_national_football_team
football	Virginia_Cavaliers_football
football	Wales_national_football_team
football	Washington_&_Jefferson_Presidents_football
football	Western_Michigan_Broncos_football
football	Wisconsin_Badgers_football
fortress	Fortification
fortress	Rumelihisarı
fortress	Stirling_Castle
freemason	Freemasonry
game	Game_(retailer)
game	Education
game	Game
game	Game_(food)
game	Game_(rapper)
game	Game_show
game	Video_game
game	Video_game_music
game	2007_UEFA_Super_Cup
game	2009–10_UEFA_Europa_League
game	American_football
game	Arcade_game
game	Game_theory
game	Gamecock
game	Rugby_football
game	Tennis
game	The_Legend_of_Zelda_(video_game)
georgia	Georgia_(U.S._state)
georgia	Atlanta
georgia	Georgia_(country)
georgia	Georgia_(typeface)
georgia	Georgia_Bulldogs
georgia	Georgia_Bulldogs_football
georgia	Georgia_Force
georgia	Georgia_national_football_team
georgia	Georgian_Soviet_Socialist_Republic
georgia	Georgian_people
georgia	Kingdom_of_Georgia
georgia	Sherman's_March_to_the_Sea
georgia	South_Georgia_and_the_South_Sandwich_Islands
georgia	Strait_of_Georgia
georgia	Tbilisi
georgia	University_of_Georgia
germany	Germany
germany	1991_German_Grand_Prix
germany	2000_German_Grand_Prix
germany	2001_German_Grand_Prix
germany	2006_FIFA_World_Cup
germany	A1_Team_Germany
germany	Berlin
germany	Bohemia
germany	British_Forces_Germany
germany	Bundeswehr
germany	Cologne
germany	Confederation_of_the_Rhine
germany	Deutsche_Bundesbank
germany	East_Germany
germany	Fußball-Bundesliga
germany	Gallic_Wars
germany	German_American
germany	German_Army
germany	German_Confederation
germany	German_Empire
germany	German_Navy
germany	German_language
germany	German_reunification
germany	Germanic_peoples
germany	Germans
germany	Germany_and_weapons_of_mass_destruction
germany	Germany_national_football_team
germany	Holy_Roman_Empire
germany	International_Federation_of_the_Phonographic_Industry
germany	Kriegsmarine
germany	Luftwaffe
germany	Nazi_Germany
germany	North_German_Confederation
germany	Northern_Germany
germany	Nürburgring
germany	Operation_Plunder
germany	Operation_Varsity
germany	Prussia
germany	Ramstein_Air_Base
germany	Social_Democratic_Party_of_Germany
germany	The_Football_Association
germany	Wehrmacht
germany	West_Germany
germany	Western_Allied_invasion_of_Germany
germany	World_War_II
gm	Electro-Motive_Diesel
gm	FM_broadcasting
gm	General_MIDI
gm	General_Motors
gm	Germany
gmc	General_Motors
gmc	Germanic_languages
god	God
god	Allah
god	Christianity
god	God_in_Abrahamic_religions
god	God_in_Islam
god	God_the_Father
god	God_the_Son
god	Jesus
god	John_Lennon
god	Robbie_Fowler
god	Trinity
god	Chinese_mythology
god	Greek_mythology
god	Jupiter_(mythology)
god	Norse_mythology
god	Religion_in_ancient_Greece
god	Roman_mythology
god	Solar_deity
god	Vishnu
google	Google
google	Google_Books
google	Google_Books_Library_Project
google	Google_Nexus
google	Google_Play
google	Google_Search
google	Google_Translate
google	Google_logo
google	Google.org
google	Googleplex
gop	Republican_Party_(United_States)
gwb	George_H._W._Bush
gwb	George_W._Bush
gwb	George_Washington_Bridge
gabriel	Dante_Gabriel_Rossetti
gabriel	Gabriel
gabriel	Gabriel_Vasconcelos_Ferreira
gabriel	Justin_Gabriel
gabriel	Peter_Gabriel
game show	Game_show
games	1952_Summer_Olympics
games	1972_Summer_Olympics
games	1980_Summer_Olympics
games	2004_Summer_Olympics
games	2008_Summer_Olympics
games	Game
games	Gamecock
games	Games_played
games	Olympic_Games
games	Paralympic_Games
games	Summer_Olympic_Games
games	Video_game
games	1932_Summer_Olympics
games	1948_Summer_Olympics
games	1964_Summer_Olympics
